action,step,count,avg,std
CASH_OUT,476,233,122968.4917,85305.01848
CASH_OUT,478,46,78711.62434,54587.8646
CASH_OUT,479,8,39891.92707,17917.42312
CASH_OUT,483,1,35602.544,26635.37955
CASH_OUT,487,7,76911.36076,59766.81198
CASH_OUT,490,247,194330.5079,135622.415
CASH_OUT,492,351,209932.7759,148220.2432
CASH_OUT,493,128,207257.996,143471.816
CASH_OUT,495,226,186898.1703,128952.82
CASH_OUT,496,60,184002.4889,132424.4115
CASH_OUT,500,372,128068.4209,89515.06136
CASH_OUT,502,5,79285.19237,49101.78787
CASH_OUT,503,21,81789.95097,56288.33754
CASH_OUT,505,5,116809.1596,92827.92113
CASH_OUT,509,1,404623.48,0.0
CASH_OUT,514,486,220703.6281,152521.6589
CASH_OUT,517,100,195913.4655,139296.286
CASH_OUT,518,243,192147.3892,134178.2832
CASH_OUT,520,206,196432.6712,138156.7505
CASH_OUT,522,1275,162312.6765,113819.2581
CASH_OUT,524,154,116372.0829,81551.4464
CASH_OUT,525,319,117693.2287,82762.55917
CASH_OUT,526,66,98409.16067,66064.27722
CASH_OUT,527,38,98333.86124,68047.67138
CASH_OUT,528,8,128431.5771,99053.26521
CASH_OUT,529,1,265301.22,0.0
CASH_OUT,530,1,78394.915,40407.0824
CASH_OUT,531,1,219702.598,108537.5548
CASH_OUT,532,1,11609.0075,2469.313275
CASH_OUT,534,1,298563.8625,150266.4621
CASH_OUT,538,216,188845.3057,135336.0515
CASH_OUT,540,354,196995.4329,137425.2724
CASH_OUT,542,297,173527.5237,119921.8938
CASH_OUT,544,396,183634.6484,128315.575
CASH_OUT,546,396,157477.7548,109770.7935
CASH_OUT,548,357,105790.1292,71518.506
CASH_OUT,549,26,106994.7019,81307.71011
CASH_OUT,550,131,107031.0204,75865.62791
CASH_OUT,551,15,95225.63335,70016.26079
CASH_OUT,552,11,154327.8449,105321.8273
CASH_OUT,555,1,22579.75875,6739.077
CASH_OUT,563,3,183097.1865,128663.7924
CASH_OUT,565,278,216787.9866,155275.5073
CASH_OUT,567,297,205344.1849,145084.1363
CASH_OUT,571,302,137059.7272,95493.27928
CASH_OUT,573,142,98644.85489,67486.88157
CASH_OUT,574,72,105586.6392,73945.06208
CASH_OUT,576,6,125137.4268,71648.51981
CASH_OUT,577,2,98958.9132,68907.95282
CASH_OUT,578,1,193007.2533,87631.28935
CASH_OUT,580,1,33766.16,0.0
CASH_OUT,582,1,281609.6493,136424.74
CASH_OUT,585,38,155334.2721,110515.3108
CASH_OUT,590,392,184670.1687,128242.3909
CASH_OUT,592,466,155363.7574,109741.5745
CASH_OUT,594,72,154607.2421,109036.5626
CASH_OUT,596,473,123084.4556,84335.62696
CASH_OUT,597,98,97090.30017,69568.99531
CASH_OUT,598,28,111381.8083,73321.9278
CASH_OUT,599,28,128051.8942,95457.90966
CASH_OUT,601,9,110502.5392,70512.21626
CASH_OUT,608,53,111380.4924,75456.13346
CASH_OUT,610,77,165297.9858,114434.9322
CASH_OUT,612,179,149641.9351,106004.854
CASH_OUT,613,1,299491.9133,102445.2977
CASH_OUT,614,85,127055.0106,85545.6505
CASH_OUT,617,178,125338.7368,85997.83573
CASH_OUT,619,205,109373.1745,74517.02031
CASH_OUT,621,63,108870.9854,77887.32918
CASH_OUT,630,1,226555.365,24562.525
CASH_OUT,637,218,196998.984,138574.6346
CASH_OUT,640,121,169247.1027,119830.0155
CASH_OUT,642,83,136065.3225,93855.28354
CASH_OUT,644,140,137566.6928,96065.7073
CASH_OUT,649,1,114566.3381,47176.12024
CASH_OUT,656,80,147150.4144,103199.9866
CASH_OUT,659,163,199208.669,139451.1551
CASH_OUT,661,339,208058.4783,148652.054
CASH_OUT,664,87,175562.837,126420.5261
CASH_OUT,667,106,108154.1311,74409.60428
CASH_OUT,669,10,169963.8036,109400.3333
CASH_OUT,670,46,107228.6953,74258.00648
CASH_OUT,672,1,82614.74444,35134.98766
CASH_OUT,673,2,57097.83304,25821.20715
CASH_OUT,679,1,149237.6967,102892.6244
CASH_OUT,681,315,192431.6042,137308.0705
CASH_OUT,684,315,179522.2564,122224.5118
CASH_OUT,687,58,202231.8186,144998.6945
CASH_OUT,688,503,186046.3475,130886.9426
CASH_OUT,690,4,159903.9964,112904.6948
CASH_OUT,691,221,140708.1966,97613.75252
CASH_OUT,692,416,120029.9615,82914.32039
CASH_OUT,694,66,91074.39749,60186.40352
CASH_OUT,695,45,76901.93624,48138.1229
CASH_OUT,698,1,16529.12,0.0
CASH_OUT,699,1,29521.89,0.0
CASH_OUT,705,145,172319.1549,118620.255
CASH_OUT,707,16,236562.5788,152513.7608
CASH_OUT,709,279,183686.5288,126658.0427
CASH_OUT,710,256,211296.1964,145867.3225
CASH_OUT,712,2,260606.0035,143122.4981
CASH_OUT,714,106,178299.5841,125976.3561
CASH_OUT,715,280,142899.8114,98357.63571
CASH_OUT,716,18,137666.4292,93490.77869
CASH_OUT,717,54,105897.7332,71890.34203
CASH_OUT,718,46,115882.0657,78603.31805
DEBIT,1,52,4353.74515,12576.3405
DEBIT,2,15,3971.407809,2791.872454
DEBIT,3,1,2692.07,1873.359369
DEBIT,6,6,2893.744789,2026.860577
DEBIT,7,37,3702.379745,6706.505563
DEBIT,8,81,4481.574825,17240.93673
DEBIT,9,114,6997.398441,17767.51841
DEBIT,10,87,7906.948901,19454.8111
DEBIT,11,77,8507.888907,24716.84007
DEBIT,12,67,23383.92337,35925.73518
DEBIT,13,67,4616.570652,10518.6208
DEBIT,14,74,5287.535128,10454.82586
DEBIT,15,94,6015.590192,23628.17682
DEBIT,16,80,4806.938192,13910.55286
DEBIT,17,97,5438.902431,14577.61822
DEBIT,18,110,4878.810899,12016.29831
DEBIT,19,129,5025.156063,16029.53629
DEBIT,20,94,6834.214304,26209.52638
DEBIT,21,86,6204.859641,17174.79754
DEBIT,22,90,5840.645326,12595.02865
DEBIT,23,45,4002.244178,12564.6868
DEBIT,24,32,5343.39123,15721.75467
DEBIT,25,19,6093.525973,4966.424568
DEBIT,26,3,1276.076857,1100.580262
DEBIT,27,1,840.2085714,427.836168
DEBIT,34,7,4435.705844,8172.902033
DEBIT,35,34,4564.969623,23506.09478
DEBIT,36,78,5904.640397,27087.23202
DEBIT,37,37,5157.49174,23214.67895
DEBIT,38,37,3696.799515,5031.706922
DEBIT,39,23,4580.992172,19599.26869
DEBIT,40,72,5054.605895,23320.56882
DEBIT,41,65,5823.883333,22578.47449
DEBIT,42,77,6731.144099,27397.48358
DEBIT,43,85,5080.642795,7440.400468
DEBIT,44,75,4671.219095,5198.035743
DEBIT,45,78,4423.863088,6128.842754
DEBIT,46,90,3660.546416,4946.032505
DEBIT,47,62,7665.444606,7430.645618
DEBIT,48,54,4902.78936,6135.129228
DEBIT,49,11,3139.415574,6972.468451
DEBIT,93,21,4753.263305,6485.788252
DEBIT,94,44,4335.046928,5984.745461
DEBIT,95,49,3988.187367,4325.782764
DEBIT,96,62,2735.743591,2578.109137
DEBIT,97,7,1786.376296,1386.102326
DEBIT,119,45,2759.807712,2881.328215
DEBIT,120,34,7261.900252,6070.054482
DEBIT,121,18,2260.16919,1651.349672
DEBIT,122,5,1236.840159,890.3832166
DEBIT,123,1,1205.996,470.5775412
DEBIT,133,12,3733.068239,4728.801428
DEBIT,134,37,4054.81831,5476.037432
DEBIT,135,29,4720.696018,4536.217194
DEBIT,136,54,4103.39704,4483.06308
DEBIT,137,54,4490.402095,4707.93184
DEBIT,138,40,3471.524924,3464.601253
DEBIT,139,101,4580.351779,5313.836511
DEBIT,140,83,3724.625656,4267.816372
DEBIT,141,83,3509.843195,4542.595844
DEBIT,142,76,3605.9107,7200.563524
DEBIT,143,74,3937.322713,4366.493898
DEBIT,144,37,4141.04731,9983.801206
DEBIT,145,20,4599.38,3400.812772
DEBIT,146,12,3916.587721,3311.813118
DEBIT,147,2,2137.044138,2373.785915
DEBIT,155,8,4034.970106,4235.150467
DEBIT,157,29,6112.810625,6246.875782
DEBIT,158,36,4563.097681,8068.996827
DEBIT,159,29,6168.261752,8529.159264
DEBIT,160,35,6197.610414,8858.508794
DEBIT,161,62,9127.549945,10029.01122
DEBIT,162,65,5524.843632,6785.854877
DEBIT,163,69,7435.092845,12618.93468
DEBIT,164,80,3735.711625,6360.871667
DEBIT,165,71,4510.446719,8789.664366
DEBIT,166,64,4777.634953,7172.641672
DEBIT,167,54,5264.084238,6988.073934
DEBIT,168,30,3474.630315,3424.829916
DEBIT,169,25,2090.814948,2247.639404
DEBIT,170,13,1193.081267,885.5589091
DEBIT,181,17,4516.879793,7616.077991
DEBIT,182,40,6614.100998,10757.64553
DEBIT,183,38,8698.145023,13068.86732
DEBIT,184,46,12112.87317,15173.67211
DEBIT,185,62,9947.908207,14522.57155
DEBIT,186,75,3993.676081,10783.91196
DEBIT,187,85,4395.313273,10031.53616
DEBIT,188,65,4428.502513,10653.19891
DEBIT,189,69,4144.547397,9068.021023
DEBIT,190,65,3634.82874,8255.45688
DEBIT,191,65,3855.068671,10884.90605
DEBIT,192,43,3743.330201,10180.1877
DEBIT,193,22,5744.653113,3989.378394
DEBIT,194,17,3259.183814,2510.533596
DEBIT,195,3,1787.805556,1269.611741
DEBIT,204,3,3840.20775,2784.419106
DEBIT,205,19,5012.159956,14677.74042
DEBIT,206,26,5405.085101,12973.05595
DEBIT,207,36,6158.249423,20161.5951
DEBIT,208,45,4624.640517,11902.15198
DEBIT,209,42,4064.414383,7339.290928
DEBIT,210,43,4710.866474,11229.29689
DEBIT,211,52,5203.277533,15021.97845
DEBIT,212,73,5177.313392,13270.10653
DEBIT,213,55,5028.840694,12441.96646
DEBIT,214,49,6652.075621,14393.32244
DEBIT,215,52,3776.117671,9411.816533
DEBIT,216,40,2696.939312,4533.502942
DEBIT,217,41,3055.842192,4423.341653
DEBIT,228,3,4844.363636,3016.595449
DEBIT,229,8,5087.498617,11822.78176
DEBIT,230,3,3195.128286,2572.973853
DEBIT,231,22,4775.35,9341.211562
DEBIT,232,46,6503.747538,17067.12979
DEBIT,234,65,5907.674572,12954.78904
DEBIT,235,115,8017.029467,16131.40426
DEBIT,236,87,9835.885779,26568.32627
DEBIT,237,73,8593.42516,25605.42214
DEBIT,238,55,12237.17636,35100.74941
DEBIT,239,50,12080.76455,32738.5102
DEBIT,240,44,5530.553667,15997.16013
DEBIT,241,29,2030.70193,1439.454219
DEBIT,242,3,3012.984516,1696.837786
DEBIT,252,2,5520.524783,5814.776129
DEBIT,253,17,22457.10745,50769.35679
DEBIT,254,16,4597.575053,6137.295071
DEBIT,255,23,4861.50594,10152.72116
DEBIT,256,37,7715.042413,9884.816536
DEBIT,257,27,4434.531608,9937.026114
DEBIT,258,32,4150.468103,5081.632964
DEBIT,259,90,4281.883391,5729.057077
DEBIT,260,59,4199.686768,5957.127206
DEBIT,261,43,4602.685912,7251.530725
DEBIT,262,45,3712.170307,4469.781989
DEBIT,263,56,4277.0052,7967.552096
DEBIT,264,36,3592.465251,4630.076875
DEBIT,265,22,3089.837052,2122.135631
DEBIT,266,14,3256.649503,2401.560068
DEBIT,267,1,4794.825,1670.155
DEBIT,277,1,2365.125,1144.493278
DEBIT,279,1,4563.89,24.91
DEBIT,281,23,6492.360152,9486.500677
DEBIT,282,42,6677.96858,11269.38762
DEBIT,283,59,10161.69862,12875.00086
DEBIT,284,66,8623.368805,17051.60193
DEBIT,285,60,6614.296562,12305.00173
DEBIT,286,56,3782.516631,4858.437688
DEBIT,287,49,4499.750508,5272.373494
DEBIT,288,38,3227.054312,3337.869705
DEBIT,289,28,3061.036118,2319.946302
DEBIT,290,7,4161.385977,3145.392611
DEBIT,291,1,3170.206667,1381.469407
DEBIT,301,11,5308.470732,10339.46324
DEBIT,302,18,3517.499014,3617.505957
DEBIT,303,14,5083.728272,4858.380119
DEBIT,304,23,4184.627463,4516.431205
DEBIT,305,71,4807.182445,5620.910515
DEBIT,306,84,4725.944933,6931.960203
DEBIT,307,70,5445.140581,7176.487187
DEBIT,308,88,4903.850886,10144.90879
DEBIT,309,59,4703.153582,6882.464305
DEBIT,310,53,5934.145327,8893.097151
DEBIT,311,61,4081.413887,6531.456537
DEBIT,312,31,2691.485412,3335.958579
DEBIT,313,21,3760.585556,2793.743429
DEBIT,314,9,3106.559717,4008.413762
DEBIT,323,2,8025.776,9530.159644
DEBIT,324,3,7998.353871,5554.57674
DEBIT,325,3,4262.131818,3264.676683
DEBIT,326,5,3721.045263,4113.575376
DEBIT,329,22,7495.930547,7681.018856
DEBIT,330,51,3941.459207,5354.39168
DEBIT,331,56,4277.940154,7391.871617
DEBIT,332,85,4656.194277,6964.267525
DEBIT,333,58,4144.034311,6004.809918
DEBIT,334,66,3763.453727,8473.413537
DEBIT,335,61,3408.486785,6998.98245
DEBIT,336,34,2519.710051,4644.789259
DEBIT,337,6,3146.60662,2392.069607
DEBIT,338,13,2738.054,2086.085306
DEBIT,349,4,3416.710213,2414.082565
DEBIT,350,3,4078.703333,2730.233253
DEBIT,354,49,4403.643831,8525.068895
DEBIT,355,62,3953.79046,6343.747939
DEBIT,356,72,5275.614335,14314.68606
DEBIT,357,72,3540.209143,2801.070829
DEBIT,358,52,2954.601977,2525.727797
DEBIT,359,68,8131.7125,8509.555366
DEBIT,360,36,2042.763824,1369.173772
DEBIT,361,21,1274.272236,885.7132906
DEBIT,362,10,3978.350598,3108.949905
DEBIT,372,2,3126.363684,1952.992249
DEBIT,373,4,6536.382326,4822.242209
DEBIT,374,2,3099.977308,2085.170552
DEBIT,375,9,4495.218218,3448.01165
DEBIT,376,3,5683.76975,4528.273994
DEBIT,379,3,2926.549091,1705.871563
DEBIT,380,22,6507.710278,4526.903967
DEBIT,381,23,8604.457037,6802.225877
DEBIT,382,24,2755.567617,1856.821287
DEBIT,383,34,3127.277943,2284.714405
DEBIT,384,31,3629.803017,2524.554039
DEBIT,385,19,3146.103901,2279.388489
DEBIT,386,13,2806.505769,1961.166269
DEBIT,394,11,4950.077642,3527.448916
DEBIT,396,5,3475.750862,2392.092233
DEBIT,397,6,4367.884923,2936.03075
DEBIT,403,7,2160.783375,1462.207056
DEBIT,404,26,2198.707946,1506.690313
DEBIT,405,32,2264.935093,1448.278973
DEBIT,406,36,3368.906161,2316.555214
DEBIT,407,47,2753.183389,1906.038226
DEBIT,408,72,3135.850956,2192.697213
DEBIT,409,6,1013.422133,537.7983749
DEBIT,413,1,1362.297857,1175.880689
DEBIT,416,8,2577.729158,1723.358024
DEBIT,419,3,1541.998235,1096.625014
DEBIT,420,7,2176.256623,1459.725876
DEBIT,422,4,3088.036429,1961.913512
DEBIT,423,3,1938.065,923.8804891
DEBIT,426,13,1925.793733,1305.876925
DEBIT,428,6,3182.589538,2442.418234
DEBIT,429,6,3615.539242,2591.190955
DEBIT,431,7,1630.532874,1075.748525
DEBIT,436,1,2469.966,1151.970604
DEBIT,439,3,2092.847838,1153.981599
DEBIT,442,2,6572.465556,5147.29572
DEBIT,445,1,2105.31,1405.51
DEBIT,448,4,2105.938511,1580.488669
DEBIT,449,3,1616.552333,1243.077882
DEBIT,451,4,1280.316585,763.2676559
DEBIT,452,1,1402.816667,1075.630211
DEBIT,453,1,3585.033333,360.6708594
DEBIT,454,1,839.1666667,671.69496
DEBIT,455,2,1695.77931,1224.276873
DEBIT,458,7,1121.742299,727.3487711
DEBIT,460,1,16116.885,9328.151865
DEBIT,461,1,538.3933333,211.0620509
DEBIT,466,3,2946.277222,1789.775589
DEBIT,469,13,3421.565238,2477.075751
DEBIT,471,4,1314.290816,915.9601603
DEBIT,474,4,1271.469792,734.6451981
DEBIT,476,8,2082.516632,1402.346508
DEBIT,478,7,1251.95679,699.0850806
DEBIT,479,6,2061.563281,1184.963757
DEBIT,483,1,1206.405,415.8143762
DEBIT,487,6,3865.399531,2412.369534
DEBIT,490,4,173007.1358,96782.51767
DEBIT,492,9,2870.828679,2044.609045
DEBIT,493,2,4623.612857,2353.833482
DEBIT,495,5,2163.272632,1375.930937
DEBIT,496,1,2270.767692,1631.649117
DEBIT,500,11,1145.213548,700.9419477
DEBIT,502,1,2562.329,1733.037714
DEBIT,503,6,1185.578267,607.8531028
DEBIT,505,13,974.6445752,700.2932615
DEBIT,509,1,900.240625,485.6539037
DEBIT,514,12,2943.563723,1807.596814
DEBIT,517,1,2619.500588,1666.352851
DEBIT,518,6,2675.386364,1994.876598
DEBIT,520,5,2913.178548,2051.69849
DEBIT,522,41,3721.651839,2622.050588
DEBIT,524,8,2217.096333,1361.07143
DEBIT,525,36,2173.131762,1361.942701
DEBIT,526,15,4451.277318,3315.372707
DEBIT,527,15,3319.88655,2118.76452
DEBIT,528,7,1559.289125,1115.527857
DEBIT,529,1,1783.345,762.9198036
DEBIT,530,8,1729.43,1085.597844
DEBIT,531,3,1465.311026,734.5742746
DEBIT,532,1,1072.301538,355.4702857
DEBIT,534,5,1273.307368,744.9692711
DEBIT,538,5,4587.131333,3356.889777
DEBIT,540,10,6060.403772,3948.386336
DEBIT,542,8,2841.192062,1808.399991
DEBIT,544,10,5993.432941,4009.226259
DEBIT,546,8,2575.214409,1690.26043
DEBIT,548,10,8272.297658,5679.641124
DEBIT,549,2,2515.149615,1818.846729
DEBIT,550,24,3278.030141,2349.127502
DEBIT,551,4,1653.6775,991.1481858
DEBIT,552,10,1252.185983,724.3682771
DEBIT,555,1,1011.215455,501.9117128
DEBIT,565,8,3927.741758,2309.536507
DEBIT,567,8,1428.341064,903.1356658
DEBIT,571,5,1737.473667,1181.876301
DEBIT,573,10,2994.37973,2198.786092
DEBIT,574,9,3451.466117,2739.909275
DEBIT,576,6,3128.801806,2382.387389
DEBIT,577,4,3026.724878,2051.022745
DEBIT,578,4,1678.258293,1108.487202
DEBIT,580,1,549.505,247.0552989
DEBIT,582,3,5687.282105,3534.096503
DEBIT,585,1,3204.895,2714.674086
DEBIT,590,19,2818.116518,1986.377887
DEBIT,592,18,2158.293411,1467.985296
DEBIT,594,3,3438.893824,2014.73933
DEBIT,596,19,1875.147027,1142.579767
DEBIT,597,4,2455.029412,1688.805933
DEBIT,598,3,956.4612121,559.2566548
DEBIT,599,7,1553.989651,946.5312251
DEBIT,601,12,2694.544113,1996.657794
DEBIT,608,2,1702.679524,909.2894652
DEBIT,610,4,3827.4775,2374.238567
DEBIT,612,7,1441.245542,808.8350187
DEBIT,614,3,5931.673667,4246.081671
DEBIT,617,5,1569.644074,953.2894886
DEBIT,619,8,1496.121556,900.3823583
DEBIT,621,1,2245.239091,1490.81333
DEBIT,630,1,802.548,578.781295
DEBIT,637,5,1229.398871,687.8780636
DEBIT,640,1,765.095,275.8616664
DEBIT,642,1,869.9485714,478.462202
DEBIT,644,4,1961.688085,1136.089435
DEBIT,649,5,2318.876429,1936.960693
DEBIT,656,4,2414.6026,1485.13026
DEBIT,659,4,3476.27,2204.443316
DEBIT,661,7,8539.284156,6338.315974
DEBIT,664,3,1241.038,713.3261608
DEBIT,667,1,1282.118667,909.0329634
DEBIT,669,1,1172.784444,612.9865219
DEBIT,670,8,1655.238817,993.1169438
DEBIT,672,1,1315.873,814.8882184
DEBIT,673,5,2235.246897,1520.718697
DEBIT,675,1,785.0333333,522.0485269
DEBIT,679,1,6624.263333,4700.297146
DEBIT,681,8,7107.35375,4213.056809
DEBIT,684,9,3720.941313,2530.612442
DEBIT,687,2,4011.222857,2798.554289
DEBIT,688,19,2742.812442,1956.01947
DEBIT,691,6,3139.978169,1857.04914
DEBIT,692,12,3081.840956,2129.38271
DEBIT,694,11,3699.177953,2606.614475
DEBIT,695,31,3532.348394,2346.576453
DEBIT,698,1,547.71,352.75
DEBIT,699,1,481.625,369.885
DEBIT,705,6,6263.061,4633.794461
DEBIT,707,1,3318.25,1668.709594
DEBIT,709,10,3620.83265,2468.620835
DEBIT,710,8,4267.635955,2955.818449
DEBIT,714,2,4002.728571,2312.21826
DEBIT,715,6,6269.046714,4655.321905
DEBIT,716,1,9236.573333,4768.76732
DEBIT,717,4,2628.029762,2170.242716
DEBIT,718,10,1367.076897,800.615789
PAYMENT,1,1194,7800.756762,7728.255579
PAYMENT,2,244,9288.617363,8614.307209
PAYMENT,3,10,8208.99359,7419.005707
PAYMENT,6,466,10978.65831,9476.045094
PAYMENT,7,2874,9788.608513,8967.997415
PAYMENT,8,7027,10965.30949,9797.965823
PAYMENT,9,9777,12345.77317,10440.42474
PAYMENT,10,6369,12182.23369,10368.55443
PAYMENT,11,6384,12585.13413,10779.74343
PAYMENT,12,6000,12141.862,10605.4479
PAYMENT,13,6470,12075.15756,10747.52422
PAYMENT,14,7347,10906.22882,9234.713045
PAYMENT,15,8202,11153.06463,9425.501733
PAYMENT,16,7172,10991.09468,9471.685778
PAYMENT,17,7758,10767.71492,9403.58781
PAYMENT,18,10027,10210.21108,9056.872144
PAYMENT,19,9265,10963.24249,10097.05598
PAYMENT,20,7491,11962.00895,10871.16909
PAYMENT,21,6439,11948.17308,10806.22665
PAYMENT,22,5268,12205.75293,10951.14758
PAYMENT,23,3100,12416.52877,10878.72571
PAYMENT,24,1416,12479.96153,10808.20615
PAYMENT,25,768,11724.01572,10828.83947
PAYMENT,26,184,10489.77474,10855.36843
PAYMENT,27,18,9562.962559,11819.04116
PAYMENT,34,827,13357.64532,11758.64793
PAYMENT,35,3915,13103.20249,11790.20139
PAYMENT,36,8123,13089.60635,11871.00489
PAYMENT,37,4723,12255.64674,11309.58575
PAYMENT,38,4320,10749.6305,9251.553552
PAYMENT,39,2526,10659.55504,9340.959444
PAYMENT,40,7190,10605.37637,9302.464196
PAYMENT,41,6556,9945.679653,8907.127039
PAYMENT,42,7859,9808.418837,8919.606127
PAYMENT,43,8152,11851.48305,11180.43661
PAYMENT,44,7203,13556.9584,12707.47326
PAYMENT,45,5942,13781.95824,12867.27101
PAYMENT,46,5423,13430.33304,12696.71847
PAYMENT,47,3971,12603.65977,11759.68583
PAYMENT,48,2871,12325.54494,11624.98703
PAYMENT,49,350,11728.76433,12042.89516
PAYMENT,93,1633,13199.70869,12246.59316
PAYMENT,94,4272,13147.2748,12347.47534
PAYMENT,95,3420,13581.70763,12337.90529
PAYMENT,96,3134,12480.19312,12901.73445
PAYMENT,97,272,13398.54865,13047.04482
PAYMENT,119,2827,12958.2847,12413.94696
PAYMENT,120,1486,12647.62879,12159.96412
PAYMENT,121,531,14342.36824,12462.74888
PAYMENT,122,150,11697.68889,12522.49395
PAYMENT,123,13,12671.53147,13263.9198
PAYMENT,132,6,14380.79412,12683.99051
PAYMENT,133,1453,15081.99189,13352.10186
PAYMENT,134,3055,14536.58382,13032.46108
PAYMENT,135,2727,13341.42481,11698.33735
PAYMENT,136,4807,12756.67661,11395.02275
PAYMENT,137,5294,13115.86151,11574.96087
PAYMENT,138,4451,12474.59574,11057.71467
PAYMENT,139,9740,11808.91987,10349.88547
PAYMENT,140,7448,11745.91973,10055.78845
PAYMENT,141,6162,11640.90221,10116.39762
PAYMENT,142,5213,11780.01155,10048.74703
PAYMENT,143,3591,10424.65635,9463.874563
PAYMENT,144,1793,11293.65431,9764.849142
PAYMENT,145,520,10236.80574,9144.761267
PAYMENT,146,182,10086.12935,8901.56177
PAYMENT,147,35,10452.97012,9521.885812
PAYMENT,155,865,12220.46092,10306.37508
PAYMENT,157,2429,11874.23754,10282.05475
PAYMENT,158,3131,11889.75944,10309.98924
PAYMENT,159,3536,12011.99157,10546.59127
PAYMENT,160,3639,12008.87108,10611.96006
PAYMENT,161,5643,11703.96116,10490.67002
PAYMENT,162,7217,11625.09245,10706.40133
PAYMENT,163,7707,11702.02862,10839.39322
PAYMENT,164,7954,12513.92473,11339.87917
PAYMENT,165,6266,12681.23002,11619.66106
PAYMENT,166,5030,12571.98524,11949.95199
PAYMENT,167,3639,12065.67461,11851.95751
PAYMENT,168,1858,11114.85004,10992.3272
PAYMENT,169,656,11689.1907,10492.86214
PAYMENT,170,236,11182.61719,10577.46143
PAYMENT,181,1549,13816.14578,12840.511
PAYMENT,182,3633,12659.57536,11578.14255
PAYMENT,183,3865,12493.39222,11687.32192
PAYMENT,184,4212,12252.67077,11843.72297
PAYMENT,185,6105,11691.39526,11740.71325
PAYMENT,186,7449,10844.81882,11224.20336
PAYMENT,187,8253,9698.279805,9839.399819
PAYMENT,188,7920,10042.13745,10163.0207
PAYMENT,189,6441,10126.15946,9961.106109
PAYMENT,190,5450,10064.53058,9981.822625
PAYMENT,191,4192,9514.553653,9861.935439
PAYMENT,192,2104,9675.690225,9794.84855
PAYMENT,193,728,19763.06016,23693.03243
PAYMENT,194,250,8823.205389,8994.231805
PAYMENT,195,46,10199.81224,10022.81954
PAYMENT,204,733,10449.183,10587.97347
PAYMENT,205,2473,10838.7452,10739.792
PAYMENT,206,2588,10730.98301,10837.58903
PAYMENT,207,2930,11246.15581,11780.11512
PAYMENT,208,4017,11385.97295,12303.07624
PAYMENT,209,4130,12066.72916,13313.73551
PAYMENT,210,4958,13216.89711,14400.56818
PAYMENT,211,5530,15843.86723,16067.86262
PAYMENT,212,7238,16433.87603,16169.30031
PAYMENT,213,6106,15401.61496,15140.02615
PAYMENT,214,4691,13333.47907,13148.09572
PAYMENT,215,3666,11828.53156,11533.58474
PAYMENT,216,2064,10930.97042,10976.38934
PAYMENT,217,1569,10575.80058,11303.84913
PAYMENT,228,538,14750.97614,13843.81411
PAYMENT,229,970,14444.52029,12966.6383
PAYMENT,230,433,13172.03784,11811.73407
PAYMENT,231,2342,13694.10561,12565.7668
PAYMENT,232,4111,13806.43499,12965.86268
PAYMENT,234,5810,14136.12543,13357.11268
PAYMENT,235,9184,14860.11815,14028.43253
PAYMENT,236,7635,16140.41772,14957.77383
PAYMENT,237,6075,14912.70756,14602.16826
PAYMENT,238,4655,13621.70128,13624.67259
PAYMENT,239,3976,11890.37718,12246.2447
PAYMENT,240,2034,11749.95455,11590.03501
PAYMENT,241,900,9402.724138,10178.78047
PAYMENT,242,243,9233.308137,9214.357845
PAYMENT,252,439,13635.86391,12652.30357
PAYMENT,253,1569,13618.92046,13342.96616
PAYMENT,254,1878,11737.23117,10807.40915
PAYMENT,255,2733,11217.3445,10668.8358
PAYMENT,256,3264,11238.37502,10967.13662
PAYMENT,257,2681,10750.38091,10758.48085
PAYMENT,258,3462,10893.91248,11011.18346
PAYMENT,259,8696,10716.91669,10974.61078
PAYMENT,260,7246,10993.80297,11044.5952
PAYMENT,261,5922,10755.1345,11110.096
PAYMENT,262,4639,10490.08543,11135.00799
PAYMENT,263,3789,10622.50226,12228.39377
PAYMENT,264,2007,10638.35389,12454.81753
PAYMENT,265,733,10462.25642,12337.50528
PAYMENT,266,328,9783.027754,11504.82911
PAYMENT,267,34,12004.68354,14274.54182
PAYMENT,276,1,6403.83,6586.128304
PAYMENT,277,70,13685.30453,13594.57864
PAYMENT,279,25,11240.56737,10418.17098
PAYMENT,281,2177,13710.56668,13933.20906
PAYMENT,282,4128,14890.74835,14776.88797
PAYMENT,283,5443,17779.98144,16635.06939
PAYMENT,284,6991,18730.59405,16927.01781
PAYMENT,285,5596,16626.7208,15618.83115
PAYMENT,286,4794,15184.25712,14916.60472
PAYMENT,287,3420,17339.92668,15164.68481
PAYMENT,288,2014,24944.16343,25668.76178
PAYMENT,289,624,13863.66629,15195.72601
PAYMENT,290,194,12917.92738,14718.43558
PAYMENT,291,12,14054.07486,16531.63882
PAYMENT,301,864,17895.62628,16357.8927
PAYMENT,302,1770,15882.18865,14043.16761
PAYMENT,303,1324,17672.34904,16332.44465
PAYMENT,304,2183,15525.26618,13285.22977
PAYMENT,305,5660,15932.93055,13746.74311
PAYMENT,306,7443,15336.35506,13489.40306
PAYMENT,307,7108,16924.87944,14883.74048
PAYMENT,308,7984,17707.65852,15470.34782
PAYMENT,309,6282,17600.75359,14572.10438
